No,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,Regional,Mega
573,Cinccino,Cinccino,5,0.5,7.5,Normal,,Cute Charm,Technician,Skill Link,25.0,75.0,0,15,Ground,,60,165,800000,Ordinary,75,95,60,65,60,115,470,0,0
574,Gothita,Gothita,5,0.4,5.8,Psychic,,Frisk,Competitive,Shadow Tag,25.0,75.0,0,20,Human-Like,,200,58,1059860,Ordinary,45,30,50,55,65,45,290,0,0
575,Gothorita,Gothorita,5,0.7,18.0,Psychic,,Frisk,Competitive,Shadow Tag,25.0,75.0,0,20,Human-Like,,100,137,1059860,Ordinary,60,45,70,75,85,55,390,0,0
576,Gothitelle,Gothitelle,5,1.5,44.0,Psychic,,Frisk,Competitive,Shadow Tag,25.0,75.0,0,20,Human-Like,,50,245,1059860,Ordinary,70,55,95,95,110,65,490,0,0
577,Solosis,Solosis,5,0.3,1.0,Psychic,,Overcoat,Magic Guard,Regenerator,50.0,50.0,0,20,Amorphous,,200,58,1059860,Ordinary,45,30,40,105,50,20,290,0,0
578,Duosion,Duosion,5,0.6,8.0,Psychic,,Overcoat,Magic Guard,Regenerator,50.0,50.0,0,20,Amorphous,,100,130,1059860,Ordinary,65,40,50,125,60,30,370,0,0
579,Reuniclus,Reuniclus,5,1.0,20.1,Psychic,,Overcoat,Magic Guard,Regenerator,50.0,50.0,0,20,Amorphous,,50,245,1059860,Ordinary,110,65,75,125,85,30,490,0,0
580,Ducklett,Ducklett,5,0.5,5.5,Water,Flying,Keen Eye,Big Pecks,Hydration,50.0,50.0,0,20,Water1,Flying,190,61,1000000,Ordinary,62,44,50,44,50,55,305,0,0
581,Swanna,Swanna,5,1.3,24.2,Water,Flying,Keen Eye,Big Pecks,Hydration,50.0,50.0,0,20,Water1,Flying,45,166,1000000,Ordinary,75,87,63,87,63,98,473,0,0
582,Vanillite,Vanillite,5,0.4,5.7,Ice,,Ice Body,Snow Cloak,Weak Armor,50.0,50.0,0,20,Mineral,,255,61,1250000,Ordinary,36,50,50,65,60,44,305,0,0
583,Vanillish,Vanillish,5,1.1,41.0,Ice,,Ice Body,Snow Cloak,Weak Armor,50.0,50.0,0,20,Mineral,,120,138,1250000,Ordinary,51,65,65,80,75,59,395,0,0
584,Vanilluxe,Vanilluxe,5,1.3,57.5,Ice,,Ice Body,Snow Warning,Weak Armor,50.0,50.0,0,20,Mineral,,45,268,1250000,Ordinary,71,95,85,110,95,79,535,0,0
585,Deerling,Deerling Spring Form,5,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,50.0,50.0,0,20,Ground,,190,67,1000000,Ordinary,60,60,50,40,50,75,335,0,0
586,Sawsbuck,Sawsbuck,5,1.9,92.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,50.0,50.0,0,20,Ground,,75,166,1000000,Ordinary,80,100,70,60,70,95,475,0,0
587,Emolga,Emolga,5,0.4,5.0,Electric,Flying,Static,,Motor Drive,50.0,50.0,0,20,Ground,,200,150,1000000,Ordinary,55,75,60,75,60,103,428,0,0
588,Karrablast,Karrablast,5,0.5,5.9,Bug,,Swarm,Shed Skin,No Guard,50.0,50.0,0,15,Bug,,200,63,1000000,Ordinary,50,75,45,40,45,60,315,0,0
589,Escavalier,Escavalier,5,1.0,33.0,Bug,Steel,Swarm,Shell Armor,Overcoat,50.0,50.0,0,15,Bug,,75,173,1000000,Ordinary,70,135,105,60,105,20,495,0,0
590,Foongus,Foongus,5,0.2,1.0,Grass,Poison,Effect Spore,,Regenerator,50.0,50.0,0,20,Grass,,190,59,1000000,Ordinary,69,55,45,55,55,15,294,0,0
591,Amoonguss,Amoonguss,5,0.6,10.5,Grass,Poison,Effect Spore,,Regenerator,50.0,50.0,0,20,Grass,,75,162,1000000,Ordinary,114,85,70,85,80,30,464,0,0
592,Frillish,Frillish,5,1.2,33.0,Water,Ghost,Water Absorb,Cursed Body,Damp,50.0,50.0,0,20,Amorphous,,190,67,1000000,Ordinary,55,40,50,65,85,40,335,0,0
593,Jellicent,Jellicent,5,2.2,135.0,Water,Ghost,Water Absorb,Cursed Body,Damp,50.0,50.0,0,20,Amorphous,,60,168,1000000,Ordinary,100,60,70,85,105,60,480,0,0
594,Alomomola,Alomomola,5,1.2,31.6,Water,,Healer,Hydration,Regenerator,50.0,50.0,0,40,Water1,Water2,75,165,800000,Ordinary,165,75,80,40,45,65,470,0,0
595,Joltik,Joltik,5,0.1,0.6,Bug,Electric,Compound Eyes,Unnerve,Swarm,50.0,50.0,0,20,Bug,,190,64,1000000,Ordinary,50,47,50,57,50,65,319,0,0
596,Galvantula,Galvantula,5,0.8,14.3,Bug,Electric,Compound Eyes,Unnerve,Swarm,50.0,50.0,0,20,Bug,,75,165,1000000,Ordinary,70,77,60,97,60,108,472,0,0
597,Ferroseed,Ferroseed,5,0.6,18.8,Grass,Steel,Iron Barbs,,,50.0,50.0,0,20,Grass,Mineral,255,61,1000000,Ordinary,44,50,91,24,86,10,305,0,0
598,Ferrothorn,Ferrothorn,5,1.0,110.0,Grass,Steel,Iron Barbs,,Anticipation,50.0,50.0,0,20,Grass,Mineral,90,171,1000000,Ordinary,74,94,131,54,116,20,489,0,0
599,Klink,Klink,5,0.3,21.0,Steel,,Plus,Minus,Clear Body,0.0,0.0,100,20,Mineral,,130,60,1059860,Ordinary,40,55,70,45,60,30,300,0,0
600,Klang,Klang,5,0.6,51.0,Steel,,Plus,Minus,Clear Body,0.0,0.0,100,20,Mineral,,60,154,1059860,Ordinary,60,80,95,70,85,50,440,0,0
601,Klinklang,Klinklang,5,0.6,81.0,Steel,,Plus,Minus,Clear Body,0.0,0.0,100,20,Mineral,,30,260,1059860,Ordinary,60,100,115,70,85,90,520,0,0
602,Tynamo,Tynamo,5,0.2,0.3,Electric,,Levitate,,,50.0,50.0,0,20,Amorphous,,190,55,1250000,Ordinary,35,55,40,45,40,60,275,0,0
603,Eelektrik,Eelektrik,5,1.2,22.0,Electric,,Levitate,,,50.0,50.0,0,20,Amorphous,,60,142,1250000,Ordinary,65,85,70,75,70,40,405,0,0
604,Eelektross,Eelektross,5,2.1,80.5,Electric,,Levitate,,,50.0,50.0,0,20,Amorphous,,30,258,1250000,Ordinary,85,115,80,105,80,50,515,0,0
605,Elgyem,Elgyem,5,0.5,9.0,Psychic,,Telepathy,Synchronize,Analytic,50.0,50.0,0,20,Human-Like,,255,67,1000000,Ordinary,55,55,55,85,55,30,335,0,0
606,Beheeyem,Beheeyem,5,1.0,34.5,Psychic,,Telepathy,Synchronize,Analytic,50.0,50.0,0,20,Human-Like,,90,170,1000000,Ordinary,75,75,75,125,95,40,485,0,0
607,Litwick,Litwick,5,0.3,3.1,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,50.0,50.0,0,20,Amorphous,,190,55,1059860,Ordinary,50,30,55,65,55,20,275,0,0
608,Lampent,Lampent,5,0.6,13.0,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,50.0,50.0,0,20,Amorphous,,90,130,1059860,Ordinary,60,40,60,95,60,55,370,0,0
609,Chandelure,Chandelure,5,1.0,34.3,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,50.0,50.0,0,20,Amorphous,,45,260,1059860,Ordinary,60,55,90,145,90,80,520,0,0
610,Axew,Axew,5,0.6,18.0,Dragon,,Rivalry,Mold Breaker,Unnerve,50.0,50.0,0,40,Monster,Dragon,75,64,1250000,Ordinary,46,87,60,30,40,57,320,0,0
611,Fraxure,Fraxure,5,1.0,36.0,Dragon,,Rivalry,Mold Breaker,Unnerve,50.0,50.0,0,40,Monster,Dragon,60,144,1250000,Ordinary,66,117,70,40,50,67,410,0,0
612,Haxorus,Haxorus,5,1.8,105.5,Dragon,,Rivalry,Mold Breaker,Unnerve,50.0,50.0,0,40,Monster,Dragon,45,270,1250000,Ordinary,76,147,90,60,70,97,540,0,0
613,Cubchoo,Cubchoo,5,0.5,8.5,Ice,,Snow Cloak,Slush Rush,Rattled,50.0,50.0,0,20,Ground,,120,61,1000000,Ordinary,55,70,40,60,40,40,305,0,0
614,Beartic,Beartic,5,2.6,260.0,Ice,,Snow Cloak,Slush Rush,Swift Swim,50.0,50.0,0,20,Ground,,60,177,1000000,Ordinary,95,130,80,70,80,50,505,0,0
615,Cryogonal,Cryogonal,5,1.1,148.0,Ice,,Levitate,,,0.0,0.0,100,25,Mineral,,25,180,1000000,Ordinary,80,50,50,95,135,105,515,0,0
616,Shelmet,Shelmet,5,0.4,7.7,Bug,,Hydration,Shell Armor,Overcoat,50.0,50.0,0,15,Bug,,200,61,1000000,Ordinary,50,40,85,40,65,25,305,0,0
617,Accelgor,Accelgor,5,0.8,25.3,Bug,,Hydration,Sticky Hold,Unburden,50.0,50.0,0,15,Bug,,75,173,1000000,Ordinary,80,70,40,100,60,145,495,0,0
618,Stunfisk,Stunfisk,5,0.7,11.0,Ground,Electric,Static,Limber,Sand Veil,50.0,50.0,0,20,Water1,Amorphous,75,165,1000000,Ordinary,109,66,84,81,99,32,471,1,0
619,Mienfoo,Mienfoo,5,0.9,20.0,Fighting,,Inner Focus,Regenerator,Reckless,50.0,50.0,0,25,Ground,Human-Like,180,70,1059860,Ordinary,45,85,50,55,50,65,350,0,0
620,Mienshao,Mienshao,5,1.4,35.5,Fighting,,Inner Focus,Regenerator,Reckless,50.0,50.0,0,25,Ground,Human-Like,45,179,1059860,Ordinary,65,125,60,95,60,105,510,0,0
621,Druddigon,Druddigon,5,1.6,139.0,Dragon,,Rough Skin,Sheer Force,Mold Breaker,50.0,50.0,0,30,Dragon,Monster,45,170,1000000,Ordinary,77,120,90,60,90,48,485,0,0
622,Golett,Golett,5,1.0,92.0,Ground,Ghost,Iron Fist,Klutz,No Guard,0.0,0.0,100,25,Mineral,,190,61,1000000,Ordinary,59,74,50,35,50,35,303,0,0
623,Golurk,Golurk,5,2.8,330.0,Ground,Ghost,Iron Fist,Klutz,No Guard,0.0,0.0,100,25,Mineral,,90,169,1000000,Ordinary,89,124,80,55,80,55,483,0,0
624,Pawniard,Pawniard,5,0.5,10.2,Dark,Steel,Defiant,Inner Focus,Pressure,50.0,50.0,0,20,Human-Like,,120,68,1000000,Ordinary,45,85,70,40,40,60,340,0,0
625,Bisharp,Bisharp,5,1.6,70.0,Dark,Steel,Defiant,Inner Focus,Pressure,50.0,50.0,0,20,Human-Like,,45,172,1000000,Ordinary,65,125,100,60,70,70,490,0,0
626,Bouffalant,Bouffalant,5,1.6,94.6,Normal,,Reckless,Sap Sipper,Soundproof,50.0,50.0,0,20,Ground,,45,172,1000000,Ordinary,95,110,95,40,95,55,490,0,0
627,Rufflet,Rufflet,5,0.5,10.5,Normal,Flying,Keen Eye,Sheer Force,Hustle,100.0,0.0,0,20,Flying,,190,70,1250000,Ordinary,70,83,50,37,50,60,350,0,0
628,Braviary,Braviary,5,1.5,41.0,Normal,Flying,Keen Eye,Sheer Force,Defiant,100.0,0.0,0,20,Flying,,60,179,1250000,Ordinary,100,123,75,57,75,80,510,1,0
629,Vullaby,Vullaby,5,0.5,9.0,Dark,Flying,Big Pecks,Overcoat,Weak Armor,0.0,100.0,0,20,Flying,,190,74,1250000,Ordinary,70,55,75,45,65,60,370,0,0
630,Mandibuzz,Mandibuzz,5,1.2,39.5,Dark,Flying,Big Pecks,Overcoat,Weak Armor,0.0,100.0,0,20,Flying,,60,179,1250000,Ordinary,110,65,105,55,95,80,510,0,0
631,Heatmor,Heatmor,5,1.4,58.0,Fire,,Gluttony,Flash Fire,White Smoke,50.0,50.0,0,20,Ground,,90,169,1000000,Ordinary,85,97,66,105,66,65,484,0,0
632,Durant,Durant,5,0.3,33.0,Bug,Steel,Swarm,Hustle,Truant,50.0,50.0,0,20,Bug,,90,169,1000000,Ordinary,58,109,112,48,48,109,484,0,0
633,Deino,Deino,5,0.8,17.3,Dark,Dragon,Hustle,,,50.0,50.0,0,40,Dragon,,45,60,1250000,Ordinary,52,65,50,45,50,38,300,0,0
634,Zweilous,Zweilous,5,1.4,50.0,Dark,Dragon,Hustle,,,50.0,50.0,0,40,Dragon,,45,147,1250000,Ordinary,72,85,70,65,70,58,420,0,0
635,Hydreigon,Hydreigon,5,1.8,160.0,Dark,Dragon,Levitate,,,50.0,50.0,0,40,Dragon,,45,300,1250000,Ordinary,92,105,90,125,90,98,600,0,0
636,Larvesta,Larvesta,5,1.1,28.8,Bug,Fire,Flame Body,,Swarm,50.0,50.0,0,40,Bug,,45,72,1250000,Ordinary,55,85,55,50,55,60,360,0,0
637,Volcarona,Volcarona,5,1.6,46.0,Bug,Fire,Flame Body,,Swarm,50.0,50.0,0,40,Bug,,15,275,1250000,Ordinary,85,60,65,135,105,100,550,0,0
638,Cobalion,Cobalion,5,2.1,250.0,Steel,Fighting,Justified,,,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,91,90,129,90,72,108,580,0,0
639,Terrakion,Terrakion,5,1.9,260.0,Rock,Fighting,Justified,,,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,91,129,90,72,90,108,580,0,0
640,Virizion,Virizion,5,2.0,200.0,Grass,Fighting,Justified,,,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,91,90,72,90,129,108,580,0,0
641,Tornadus,Tornadus Incarnate Form,5,1.5,63.0,Flying,,Prankster,,Defiant,100.0,0.0,0,120,Undiscovered,,3,290,1250000,Semi-Legendary,79,115,70,125,80,111,580,0,0
642,Thundurus,Thundurus Incarnate Form,5,1.5,61.0,Electric,Flying,Prankster,,Defiant,100.0,0.0,0,120,Undiscovered,,3,290,1250000,Semi-Legendary,79,115,70,125,80,111,580,0,0
643,Reshiram,Reshiram,5,3.2,330.0,Dragon,Fire,Turboblaze,,,0.0,0.0,100,120,Undiscovered,,3,340,1250000,Legendary,100,120,100,150,120,90,680,0,0
644,Zekrom,Zekrom,5,2.9,345.0,Dragon,Electric,Teravolt,,,0.0,0.0,100,120,Undiscovered,,3,340,1250000,Legendary,100,150,120,120,100,90,680,0,0
645,Landorus,Landorus Incarnate Form,5,1.5,68.0,Ground,Flying,Sand Force,,Sheer Force,100.0,0.0,0,120,Undiscovered,,3,300,1250000,Semi-Legendary,89,125,90,115,80,101,600,0,0
646,Kyurem,Kyurem,5,3.0,325.0,Dragon,Ice,Pressure,,,0.0,0.0,100,120,Undiscovered,,3,330,1250000,Legendary,125,130,90,130,90,95,660,0,0
647,Keldeo,Keldeo Ordinary Form,5,1.4,48.5,Water,Fighting,Justified,,,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Mythical,91,72,90,129,90,108,580,0,0
648,Meloetta,Meloetta Aria Form,5,0.6,6.5,Normal,Psychic,Serene Grace,,,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,100,77,77,128,128,90,600,0,0
649,Genesect,Genesect,5,1.5,82.5,Bug,Steel,Download,,,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,71,120,95,120,95,99,600,0,0
650,Chespin,Chespin,6,0.4,9.0,Grass,,Overgrow,,Bulletproof,87.5,12.5,0,20,Ground,,45,63,1059860,Ordinary,56,61,65,48,45,38,313,0,0
651,Quilladin,Quilladin,6,0.7,29.0,Grass,,Overgrow,,Bulletproof,87.5,12.5,0,20,Ground,,45,142,1059860,Ordinary,61,78,95,56,58,57,405,0,0
652,Chesnaught,Chesnaught,6,1.6,90.0,Grass,Fighting,Overgrow,,Bulletproof,87.5,12.5,0,20,Ground,,45,265,1059860,Ordinary,88,107,122,74,75,64,530,0,0
653,Fennekin,Fennekin,6,0.4,9.4,Fire,,Blaze,,Magician,87.5,12.5,0,20,Ground,,45,61,1059860,Ordinary,40,45,40,62,60,60,307,0,0
654,Braixen,Braixen,6,1.0,14.5,Fire,,Blaze,,Magician,87.5,12.5,0,20,Ground,,45,143,1059860,Ordinary,59,59,58,90,70,73,409,0,0
655,Delphox,Delphox,6,1.5,39.0,Fire,Psychic,Blaze,,Magician,87.5,12.5,0,20,Ground,,45,267,1059860,Ordinary,75,69,72,114,100,104,534,0,0
656,Froakie,Froakie,6,0.3,7.0,Water,,Torrent,,Protean,87.5,12.5,0,20,Water1,,45,63,1059860,Ordinary,41,56,40,62,44,71,314,0,0
657,Frogadier,Frogadier,6,0.6,10.9,Water,,Torrent,,Protean,87.5,12.5,0,20,Water1,,45,142,1059860,Ordinary,54,63,52,83,56,97,405,0,0
658,Greninja,Greninja,6,1.5,40.0,Water,Dark,Torrent,,Protean,100.0,0.0,0,20,Water1,,45,265,1059860,Ordinary,72,95,67,103,71,122,530,0,0
659,Bunnelby,Bunnelby,6,0.4,5.0,Normal,,Pickup,Cheek Pouch,Huge Power,50.0,50.0,0,15,Ground,,255,47,1000000,Ordinary,38,36,38,32,36,57,237,0,0
660,Diggersby,Diggersby,6,1.0,42.4,Normal,Ground,Pickup,Cheek Pouch,Huge Power,50.0,50.0,0,15,Ground,,127,148,1000000,Ordinary,85,56,77,50,77,78,423,0,0
661,Fletchling,Fletchling,6,0.3,1.7,Normal,Flying,Big Pecks,,Gale Wings,50.0,50.0,0,15,Flying,,255,56,1059860,Ordinary,45,50,43,40,38,62,278,0,0
662,Fletchinder,Fletchinder,6,0.7,16.0,Fire,Flying,Flame Body,,Gale Wings,50.0,50.0,0,15,Flying,,120,134,1059860,Ordinary,62,73,55,56,52,84,382,0,0
663,Talonflame,Talonflame,6,1.2,24.5,Fire,Flying,Flame Body,,Gale Wings,50.0,50.0,0,15,Flying,,45,175,1059860,Ordinary,78,81,71,74,69,126,499,0,0
664,Scatterbug,Scatterbug,6,0.3,2.5,Bug,,Shield Dust,Compound Eyes,Friend Guard,50.0,50.0,0,15,Bug,,255,40,1000000,Ordinary,38,35,40,27,25,35,200,0,0
665,Spewpa,Spewpa,6,0.3,8.4,Bug,,Shed Skin,,Friend Guard,50.0,50.0,0,15,Bug,,120,75,1000000,Ordinary,45,22,60,27,30,29,213,0,0
666,Vivillon,Vivillon,6,1.2,17.0,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,50.0,50.0,0,15,Bug,,45,206,1000000,Ordinary,80,52,50,90,50,89,411,0,0
667,Litleo,Litleo,6,0.6,13.5,Fire,Normal,Rivalry,Unnerve,Moxie,12.5,87.5,0,20,Ground,,220,74,1059860,Ordinary,62,50,58,73,54,72,369,0,0
668,Pyroar,Pyroar,6,1.5,81.5,Fire,Normal,Rivalry,Unnerve,Moxie,12.5,87.5,0,20,Ground,,65,177,1059860,Ordinary,86,68,72,109,66,106,507,0,0
669,Flabebe,Flabebe,6,0.1,0.1,Fairy,,Flower Veil,,Symbiosis,0.0,100.0,0,20,Fairy,,225,61,1000000,Ordinary,44,38,39,61,79,42,303,0,0
670,Floette,Floette,6,0.2,0.9,Fairy,,Flower Veil,,Symbiosis,0.0,100.0,0,20,Fairy,,120,130,1000000,Ordinary,54,45,47,75,98,52,371,0,0
671,Florges,Florges,6,1.1,10.0,Fairy,,Flower Veil,,Symbiosis,0.0,100.0,0,20,Fairy,,45,276,1000000,Ordinary,78,65,68,112,154,75,552,0,0
672,Skiddo,Skiddo,6,0.9,31.0,Grass,,Sap Sipper,,Grass Pelt,50.0,50.0,0,20,Ground,,200,70,1000000,Ordinary,66,65,48,62,57,52,350,0,0
673,Gogoat,Gogoat,6,1.7,91.0,Grass,,Sap Sipper,,Grass Pelt,50.0,50.0,0,20,Ground,,45,186,1000000,Ordinary,123,100,62,97,81,68,531,0,0
674,Pancham,Pancham,6,0.6,8.0,Fighting,,Iron Fist,Mold Breaker,Scrappy,50.0,50.0,0,25,Ground,Human-Like,220,70,1000000,Ordinary,67,82,62,46,48,43,348,0,0
675,Pangoro,Pangoro,6,2.1,136.0,Fighting,Dark,Iron Fist,Mold Breaker,Scrappy,50.0,50.0,0,25,Ground,Human-Like,65,173,1000000,Ordinary,95,124,78,69,71,58,495,0,0
676,Furfrou,Furfrou,6,1.2,28.0,Normal,,Fur Coat,,,50.0,50.0,0,20,Ground,,160,165,1000000,Ordinary,75,80,60,65,90,102,472,0,0
677,Espurr,Espurr,6,0.3,3.5,Psychic,,Keen Eye,Infiltrator,Own Tempo,50.0,50.0,0,20,Ground,,190,71,1000000,Ordinary,62,48,54,63,60,68,355,0,0
678,Meowstic,Meowstic Male,6,0.6,8.5,Psychic,,Keen Eye,Infiltrator,Prankster,100.0,0.0,0,20,Ground,,75,163,1000000,Ordinary,74,48,76,83,81,104,466,0,0
679,Honedge,Honedge,6,0.8,2.0,Steel,Ghost,No Guard,,,50.0,50.0,0,20,Mineral,,180,65,1000000,Ordinary,45,80,100,35,37,28,325,0,0
680,Doublade,Doublade,6,0.8,4.5,Steel,Ghost,No Guard,,,50.0,50.0,0,20,Mineral,,90,157,1000000,Ordinary,59,110,150,45,49,35,448,0,0
681,Aegislash,Aegislash Shield Form,6,1.7,53.0,Steel,Ghost,Stance Change,,,50.0,50.0,0,20,Mineral,,45,250,1000000,Ordinary,60,50,140,50,140,60,500,0,0
682,Spritzee,Spritzee,6,0.2,0.5,Fairy,,Healer,,Aroma Veil,50.0,50.0,0,20,Fairy,,200,68,1000000,Ordinary,78,52,60,63,65,23,341,0,0
683,Aromatisse,Aromatisse,6,0.8,15.5,Fairy,,Healer,,Aroma Veil,50.0,50.0,0,20,Fairy,,140,162,1000000,Ordinary,101,72,72,99,89,29,462,0,0
684,Swirlix,Swirlix,6,0.4,3.5,Fairy,,Sweet Veil,,Unburden,50.0,50.0,0,20,Fairy,,200,68,1000000,Ordinary,62,48,66,59,57,49,341,0,0
685,Slurpuff,Slurpuff,6,0.8,5.0,Fairy,,Sweet Veil,,Unburden,50.0,50.0,0,20,Fairy,,140,168,1000000,Ordinary,82,80,86,85,75,72,480,0,0
686,Inkay,Inkay,6,0.4,3.5,Dark,Psychic,Contrary,Suction Cups,Infiltrator,50.0,50.0,0,20,Water1,Water2,190,58,1000000,Ordinary,53,54,53,37,46,45,288,0,0
687,Malamar,Malamar,6,1.5,47.0,Dark,Psychic,Contrary,Suction Cups,Infiltrator,50.0,50.0,0,20,Water1,Water2,80,169,1000000,Ordinary,86,92,88,68,75,73,482,0,0
688,Binacle,Binacle,6,0.5,31.0,Rock,Water,Tough Claws,Sniper,Pickpocket,50.0,50.0,0,20,Water3,,120,61,1000000,Ordinary,42,52,67,39,56,50,306,0,0
689,Barbaracle,Barbaracle,6,1.3,96.0,Rock,Water,Tough Claws,Sniper,Pickpocket,50.0,50.0,0,20,Water3,,45,175,1000000,Ordinary,72,105,115,54,86,68,500,0,0
690,Skrelp,Skrelp,6,0.5,7.3,Poison,Water,Poison Point,Poison Touch,Adaptability,50.0,50.0,0,20,Water1,Dragon,225,64,1000000,Ordinary,50,60,60,60,60,30,320,0,0
691,Dragalge,Dragalge,6,1.8,81.5,Poison,Dragon,Poison Point,Poison Touch,Adaptability,50.0,50.0,0,20,Water1,Dragon,55,173,1000000,Ordinary,65,75,90,97,123,44,494,0,0
692,Clauncher,Clauncher,6,0.5,8.3,Water,,Mega Launcher,,,50.0,50.0,0,15,Water1,Water3,225,66,1250000,Ordinary,50,53,62,58,63,44,330,0,0
693,Clawitzer,Clawitzer,6,1.3,35.3,Water,,Mega Launcher,,,50.0,50.0,0,15,Water1,Water3,55,100,1250000,Ordinary,71,73,88,120,89,59,500,0,0
694,Helioptile,Helioptile,6,0.5,6.0,Electric,Normal,Dry Skin,Sand Veil,Solar Power,50.0,50.0,0,20,Monster,Dragon,190,58,1000000,Ordinary,44,38,33,61,43,70,289,0,0
695,Heliolisk,Heliolisk,6,1.0,21.0,Electric,Normal,Dry Skin,Sand Veil,Solar Power,50.0,50.0,0,20,Monster,Dragon,75,168,1000000,Ordinary,62,55,52,109,94,109,481,0,0
696,Tyrunt,Tyrunt,6,0.8,26.0,Rock,Dragon,Strong Jaw,,Sturdy,87.5,12.5,0,30,Monster,Dragon,45,72,1000000,Ordinary,58,89,77,45,45,48,362,0,0
697,Tyrantrum,Tyrantrum,6,2.5,270.0,Rock,Dragon,Strong Jaw,,Rock Head,87.5,12.5,0,30,Monster,Dragon,45,182,1000000,Ordinary,82,121,119,69,59,71,521,0,0
698,Amaura,Amaura,6,1.3,25.2,Rock,Ice,Refrigerate,,Snow Warning,87.5,12.5,0,30,Monster,,45,72,1000000,Ordinary,77,59,50,67,63,46,362,0,0
699,Aurorus,Aurorus,6,2.7,225.0,Rock,Ice,Refrigerate,,Snow Warning,87.5,12.5,0,30,Monster,,45,104,1000000,Ordinary,123,77,72,99,92,58,521,0,0
700,Sylveon,Sylveon,6,1.0,23.5,Fairy,,Cute Charm,,Pixilate,87.5,12.5,0,35,Ground,,45,184,1000000,Ordinary,95,65,65,110,130,60,525,0,0
701,Hawlucha,Hawlucha,6,0.8,21.5,Fighting,Flying,Limber,Unburden,Mold Breaker,50.0,50.0,0,20,Flying,Human-Like,100,175,1000000,Ordinary,78,92,75,74,63,118,500,0,0
702,Dedenne,Dedenne,6,0.2,2.2,Electric,Fairy,Cheek Pouch,Pickup,Plus,50.0,50.0,0,20,Ground,Fairy,180,151,1000000,Ordinary,67,58,57,81,67,101,431,0,0
703,Carbink,Carbink,6,0.3,5.7,Rock,Fairy,Clear Body,,Sturdy,0.0,0.0,100,25,Fairy,Mineral,60,100,1250000,Ordinary,50,50,150,50,150,50,500,0,0
704,Goomy,Goomy,6,0.3,2.8,Dragon,,Sap Sipper,Hydration,Gooey,50.0,50.0,0,40,Dragon,,45,60,1250000,Ordinary,45,50,35,55,75,40,300,0,0
705,Sliggoo,Sliggoo,6,0.8,17.5,Dragon,,Sap Sipper,Hydration,Gooey,50.0,50.0,0,40,Dragon,,45,158,1250000,Ordinary,68,75,53,83,113,60,452,1,0
706,Goodra,Goodra,6,2.0,150.5,Dragon,,Sap Sipper,Hydration,Gooey,50.0,50.0,0,40,Dragon,,45,300,1250000,Ordinary,90,100,70,110,150,80,600,1,0
707,Klefki,Klefki,6,0.2,3.0,Steel,Fairy,Prankster,,Magician,50.0,50.0,0,20,Mineral,,75,165,800000,Ordinary,57,80,91,80,87,75,470,0,0
708,Phantump,Phantump,6,0.4,7.0,Ghost,Grass,Natural Cure,Frisk,Harvest,50.0,50.0,0,20,Grass,Amorphous,120,62,1000000,Ordinary,43,70,48,50,60,38,309,0,0
709,Trevenant,Trevenant,6,1.5,71.0,Ghost,Grass,Natural Cure,Frisk,Harvest,50.0,50.0,0,20,Grass,Amorphous,60,166,1000000,Ordinary,85,110,76,65,82,56,474,0,0
710,Pumpkaboo,Pumpkaboo Small,6,0.4,5.0,Ghost,Grass,Pickup,Frisk,Insomnia,50.0,50.0,0,20,Amorphous,,120,67,1000000,Ordinary,49,66,70,44,55,51,335,0,0
711,Gourgeist,Gourgeist Small,6,0.9,12.5,Ghost,Grass,Pickup,Frisk,Insomnia,50.0,50.0,0,20,Amorphous,,60,173,1000000,Ordinary,65,90,122,58,75,84,494,0,0
712,Bergmite,Bergmite,6,1.0,99.5,Ice,,Own Tempo,Ice Body,Sturdy,50.0,50.0,0,20,Monster,Mineral,190,61,1000000,Ordinary,55,69,85,32,35,28,304,0,0
713,Avalugg,Avalugg,6,2.0,505.0,Ice,,Own Tempo,Ice Body,Sturdy,50.0,50.0,0,20,Monster,Mineral,55,180,1000000,Ordinary,95,117,184,44,46,28,514,1,0
714,Noibat,Noibat,6,0.5,8.0,Flying,Dragon,Frisk,Infiltrator,Telepathy,50.0,50.0,0,20,Flying,Dragon,190,49,1000000,Ordinary,40,30,35,45,40,55,245,0,0
